#time[s]	yaw[degree]	pitch[degree]	roll[degree]
1000.007988	-1.540e+002	-1.148e+001	-8.099e-001
1000.021911	-1.540e+002	-1.151e+001	-8.327e-001
1000.028111	-1.539e+002	-1.155e+001	-8.487e-001
1000.049177	-1.539e+002	-1.157e+001	-8.700e-001
1000.049443	-1.539e+002	-1.160e+001	-8.860e-001
1000.058439	-1.539e+002	-1.163e+001	-9.073e-001
1000.068047	-1.539e+002	-1.165e+001	-9.284e-001
1000.078481	-1.539e+002	-1.168e+001	-9.497e-001
1000.087941	-1.538e+002	-1.170e+001	-9.710e-001
1000.101187	-1.538e+002	-1.172e+001	-9.907e-001
1000.109317	-1.538e+002	-1.173e+001	-1.010e+000
1000.118400	-1.538e+002	-1.175e+001	-1.029e+000
1000.128099	-1.538e+002	-1.176e+001	-1.048e+000
1000.150207	-1.538e+002	-1.178e+001	-1.067e+000
1000.150410	-1.538e+002	-1.179e+001	-1.085e+000
1000.161303	-1.538e+002	-1.180e+001	-1.097e+000
1000.167895	-1.537e+002	-1.180e+001	-1.113e+000
1000.178407	-1.537e+002	-1.181e+001	-1.130e+000
1000.187835	-1.537e+002	-1.181e+001	-1.144e+000
1000.198691	-1.537e+002	-1.181e+001	-1.161e+000
1000.212715	-1.537e+002	-1.181e+001	-1.176e+000
1000.218322	-1.537e+002	-1.180e+001	-1.189e+000
1000.227754	-1.537e+002	-1.179e+001	-1.205e+000
1000.246983	-1.537e+002	-1.178e+001	-1.217e+000
1000.255502	-1.536e+002	-1.177e+001	-1.224e+000
1000.258229	-1.536e+002	-1.176e+001	-1.237e+000
1000.267743	-1.536e+002	-1.175e+001	-1.249e+000
1000.278255	-1.536e+002	-1.173e+001	-1.260e+000
1000.287579	-1.536e+002	-1.171e+001	-1.272e+000
1000.298191	-1.536e+002	-1.170e+001	-1.277e+000
1000.309684	-1.536e+002	-1.167e+001	-1.287e+000
1000.318119	-1.536e+002	-1.165e+001	-1.297e+000
1000.327661	-1.536e+002	-1.163e+001	-1.307e+000
1000.340518	-1.536e+002	-1.159e+001	-1.315e+000
1000.352935	-1.536e+002	-1.156e+001	-1.323e+000
1000.357853	-1.535e+002	-1.153e+001	-1.332e+000
1000.367579	-1.535e+002	-1.149e+001	-1.345e+000
1000.377964	-1.535e+002	-1.146e+001	-1.352e+000
1000.387490	-1.535e+002	-1.142e+001	-1.359e+000
1000.398000	-1.535e+002	-1.138e+001	-1.366e+000
1000.408762	-1.535e+002	-1.134e+001	-1.371e+000
1000.417064	-1.535e+002	-1.129e+001	-1.369e+000
1000.427489	-1.535e+002	-1.126e+001	-1.375e+000
1000.437040	-1.535e+002	-1.121e+001	-1.378e+000
1000.457523	-1.535e+002	-1.116e+001	-1.383e+000
1000.458022	-1.535e+002	-1.111e+001	-1.379e+000
1000.467624	-1.535e+002	-1.107e+001	-1.384e+000
1000.477007	-1.535e+002	-1.102e+001	-1.381e+000
1000.487412	-1.535e+002	-1.096e+001	-1.375e+000
1000.496873	-1.535e+002	-1.091e+001	-1.378e+000
