#time[s]	yaw[degree]	pitch[degree]	roll[degree]
2800.006587	8.826e+000	1.636e+000	2.870e+000
2800.029356	8.819e+000	1.650e+000	2.871e+000
2800.030451	8.812e+000	1.665e+000	2.858e+000
2800.039724	8.805e+000	1.680e+000	2.845e+000
2800.043705	8.798e+000	1.687e+000	2.852e+000
2800.055759	8.791e+000	1.701e+000	2.853e+000
2800.066142	8.784e+000	1.724e+000	2.834e+000
2800.087745	8.770e+000	1.746e+000	2.828e+000
2800.109014	8.763e+000	1.760e+000	2.829e+000
2800.110108	8.755e+000	1.781e+000	2.824e+000
2800.116256	8.748e+000	1.797e+000	2.811e+000
2800.125511	8.741e+000	1.818e+000	2.812e+000
2800.134067	8.734e+000	1.831e+000	2.820e+000
2800.147860	8.720e+000	1.853e+000	2.815e+000
2800.154335	8.711e+000	1.868e+000	2.801e+000
2800.167727	8.704e+000	1.882e+000	2.802e+000
2800.174778	8.696e+000	1.895e+000	2.817e+000
2800.185443	8.689e+000	1.917e+000	2.812e+000
2800.193452	8.682e+000	1.933e+000	2.792e+000
2800.203831	8.676e+000	1.948e+000	2.779e+000
2800.213434	8.668e+000	1.954e+000	2.786e+000
2800.223838	8.661e+000	1.969e+000	2.780e+000
2800.234175	8.655e+000	1.992e+000	2.761e+000
2800.244279	8.648e+000	2.000e+000	2.747e+000
2800.253158	8.640e+000	2.014e+000	2.755e+000
2800.263608	8.627e+000	2.021e+000	2.748e+000
2800.273850	8.620e+000	2.044e+000	2.729e+000
2800.286207	8.613e+000	2.059e+000	2.716e+000
2800.293054	8.606e+000	2.073e+000	2.717e+000
2800.303520	8.599e+000	2.088e+000	2.718e+000
2800.313813	8.590e+000	2.110e+000	2.705e+000
2800.323495	8.583e+000	2.125e+000	2.685e+000
2800.333125	8.576e+000	2.140e+000	2.679e+000
2800.343426	8.569e+000	2.139e+000	2.693e+000
2800.352875	8.562e+000	2.161e+000	2.680e+000
2800.383534	8.556e+000	2.170e+000	2.660e+000
2800.385752	8.549e+000	2.185e+000	2.647e+000
2800.386591	8.541e+000	2.191e+000	2.661e+000
2800.392870	8.535e+000	2.206e+000	2.648e+000
2800.403283	8.528e+000	2.215e+000	2.628e+000
2800.412931	8.522e+000	2.224e+000	2.607e+000
2800.423393	8.514e+000	2.230e+000	2.622e+000
2800.432899	8.507e+000	2.237e+000	2.622e+000
2800.444231	8.499e+000	2.253e+000	2.602e+000
2800.453189	8.485e+000	2.261e+000	2.588e+000
2800.463330	8.478e+000	2.268e+000	2.588e+000
2800.472776	8.471e+000	2.275e+000	2.596e+000
2800.483371	8.464e+000	2.290e+000	2.583e+000
2800.492784	8.458e+000	2.299e+000	2.555e+000
2800.503265	8.451e+000	2.306e+000	2.556e+000
2800.512930	8.444e+000	2.306e+000	2.562e+000
2800.523004	8.437e+000	2.321e+000	2.549e+000
2800.532623	8.430e+000	2.329e+000	2.536e+000
2800.543142	8.424e+000	2.330e+000	2.529e+000
2800.555644	8.416e+000	2.336e+000	2.543e+000
2800.563649	8.410e+000	2.344e+000	2.530e+000
2800.572555	8.402e+000	2.345e+000	2.515e+000
2800.582998	8.395e+000	2.352e+000	2.516e+000
2800.594648	8.388e+000	2.346e+000	2.515e+000
2800.602888	8.381e+000	2.353e+000	2.508e+000
2800.614045	8.374e+000	2.354e+000	2.501e+000
2800.622949	8.367e+000	2.355e+000	2.494e+000
2800.632413	8.360e+000	2.354e+000	2.501e+000
2800.642920	8.354e+000	2.356e+000	2.487e+000
2800.652286	8.347e+000	2.356e+000	2.480e+000
2800.662677	8.340e+000	2.357e+000	2.473e+000
2800.672984	8.333e+000	2.357e+000	2.480e+000
2800.682537	8.327e+000	2.357e+000	2.473e+000
2800.693110	8.318e+000	2.358e+000	2.465e+000
2800.702559	8.312e+000	2.351e+000	2.458e+000
2800.712999	8.311e+000	2.350e+000	2.472e+000
2800.722573	8.304e+000	2.343e+000	2.478e+000
2800.733310	8.298e+000	2.344e+000	2.471e+000
2800.742746	8.291e+000	2.337e+000	2.470e+000
2800.753173	8.284e+000	2.337e+000	2.477e+000
2800.762699	8.277e+000	2.329e+000	2.483e+000
2800.773362	8.270e+000	2.322e+000	2.483e+000
2800.782722	8.263e+000	2.316e+000	2.482e+000
