#time[s]	yaw[degree]	pitch[degree]	roll[degree]
2000.003786	2.676e+001	-1.149e+001	-2.283e+000
2000.013253	2.674e+001	-1.148e+001	-2.250e+000
2000.023976	2.672e+001	-1.149e+001	-2.265e+000
2000.036134	2.670e+001	-1.149e+001	-2.226e+000
2000.043752	2.669e+001	-1.149e+001	-2.211e+000
2000.053288	2.666e+001	-1.149e+001	-2.216e+000
2000.063654	2.664e+001	-1.149e+001	-2.198e+000
2000.080586	2.662e+001	-1.149e+001	-2.176e+000
2000.086444	2.660e+001	-1.150e+001	-2.167e+000
2000.093233	2.658e+001	-1.151e+001	-2.124e+000
2000.103674	2.656e+001	-1.151e+001	-2.095e+000
2000.113141	2.655e+001	-1.151e+001	-2.071e+000
2000.123682	2.653e+001	-1.152e+001	-2.020e+000
2000.133179	2.651e+001	-1.152e+001	-1.982e+000
2000.143689	2.649e+001	-1.152e+001	-1.930e+000
2000.152794	2.649e+001	-1.151e+001	-1.863e+000
2000.165817	2.647e+001	-1.151e+001	-1.811e+000
2000.172805	2.645e+001	-1.151e+001	-1.758e+000
2000.183219	2.643e+001	-1.150e+001	-1.711e+000
2000.194188	2.643e+001	-1.150e+001	-1.666e+000
2000.205851	2.641e+001	-1.149e+001	-1.605e+000
2000.212810	2.639e+001	-1.148e+001	-1.558e+000
2000.223159	2.638e+001	-1.148e+001	-1.513e+000
2000.232661	2.636e+001	-1.147e+001	-1.466e+000
2000.246190	2.635e+001	-1.146e+001	-1.434e+000
2000.252634	2.633e+001	-1.145e+001	-1.408e+000
2000.263183	2.631e+001	-1.143e+001	-1.375e+000
2000.272697	2.629e+001	-1.142e+001	-1.334e+000
2000.285552	2.628e+001	-1.141e+001	-1.293e+000
2000.292620	2.626e+001	-1.140e+001	-1.253e+000
2000.303054	2.624e+001	-1.138e+001	-1.219e+000
2000.313828	2.623e+001	-1.138e+001	-1.181e+000
2000.323014	2.620e+001	-1.136e+001	-1.147e+000
2000.332555	2.619e+001	-1.136e+001	-1.122e+000
2000.343059	2.617e+001	-1.134e+001	-1.095e+000
2000.352488	2.615e+001	-1.133e+001	-1.061e+000
2000.364458	2.614e+001	-1.130e+001	-1.026e+000
2000.375074	2.611e+001	-1.128e+001	-9.974e-001
2000.382934	2.610e+001	-1.127e+001	-9.709e-001
2000.392470	2.608e+001	-1.124e+001	-9.490e-001
2000.403971	2.606e+001	-1.122e+001	-9.277e-001
2000.412498	2.604e+001	-1.120e+001	-8.990e-001
2000.427510	2.602e+001	-1.117e+001	-8.778e-001
2000.432413	2.600e+001	-1.115e+001	-8.559e-001
2000.442954	2.599e+001	-1.112e+001	-8.417e-001
2000.453285	2.597e+001	-1.110e+001	-8.205e-001
2000.462867	2.595e+001	-1.108e+001	-8.070e-001
2000.472355	2.593e+001	-1.105e+001	-7.858e-001
2000.482780	2.591e+001	-1.104e+001	-7.587e-001
2000.504742	2.589e+001	-1.101e+001	-7.375e-001
2000.505497	2.587e+001	-1.099e+001	-7.157e-001
2000.515228	2.585e+001	-1.097e+001	-6.945e-001
2000.526021	2.584e+001	-1.094e+001	-6.733e-001
2000.538444	2.581e+001	-1.091e+001	-6.500e-001
2000.549029	2.580e+001	-1.088e+001	-6.273e-001
2000.559742	2.577e+001	-1.085e+001	-6.108e-001
2000.562902	2.576e+001	-1.081e+001	-5.949e-001
2000.572416	2.574e+001	-1.078e+001	-5.859e-001
2000.617970	2.572e+001	-1.074e+001	-5.685e-001
2000.618618	2.570e+001	-1.071e+001	-5.588e-001
2000.619303	2.568e+001	-1.067e+001	-5.498e-001
2000.619985	2.566e+001	-1.063e+001	-5.392e-001
2000.639746	2.564e+001	-1.060e+001	-5.364e-001
2000.640151	2.562e+001	-1.056e+001	-5.274e-001
2000.642834	2.560e+001	-1.052e+001	-5.169e-001
2000.652336	2.559e+001	-1.049e+001	-5.079e-001
2000.662727	2.556e+001	-1.045e+001	-4.968e-001
2000.674304	2.555e+001	-1.041e+001	-4.878e-001
2000.682794	2.553e+001	-1.037e+001	-4.773e-001
2000.692412	2.551e+001	-1.033e+001	-4.752e-001
2000.702771	2.549e+001	-1.029e+001	-4.647e-001
2000.712400	2.547e+001	-1.026e+001	-4.626e-001
2000.722658	2.546e+001	-1.022e+001	-4.591e-001
2000.732013	2.545e+001	-1.018e+001	-4.576e-001
2000.742561	2.543e+001	-1.014e+001	-4.540e-001
2000.752206	2.541e+001	-1.010e+001	-4.587e-001
2000.762674	2.539e+001	-1.006e+001	-4.551e-001
2000.772087	2.538e+001	-1.002e+001	-4.468e-001
2000.784823	2.537e+001	-9.987e+000	-4.447e-001
2000.792203	2.535e+001	-9.954e+000	-4.291e-001
2000.802656	2.534e+001	-9.920e+000	-4.210e-001
2000.812117	2.532e+001	-9.889e+000	-3.985e-001
2000.822489	2.532e+001	-9.855e+000	-3.547e-001
2000.831909	2.531e+001	-9.829e+000	-3.126e-001
2000.842634	2.530e+001	-9.804e+000	-2.635e-001
2000.852117	2.530e+001	-9.787e+000	-2.093e-001
2000.862436	2.530e+001	-9.767e+000	-1.691e-001
2000.872035	2.529e+001	-9.754e+000	-1.300e-001
