#time[s]	yaw[degree]	pitch[degree]	roll[degree]
200.005713	1.262e+002	-8.378e+000	2.324e+000
200.015293	1.262e+002	-8.381e+000	2.319e+000
200.025778	1.262e+002	-8.378e+000	2.311e+000
200.035500	1.262e+002	-8.374e+000	2.302e+000
200.047117	1.261e+002	-8.377e+000	2.297e+000
200.055278	1.261e+002	-8.374e+000	2.289e+000
200.065709	1.261e+002	-8.361e+000	2.283e+000
200.076982	1.261e+002	-8.358e+000	2.275e+000
200.085700	1.261e+002	-8.345e+000	2.270e+000
200.095327	1.261e+002	-8.332e+000	2.265e+000
200.106496	1.261e+002	-8.316e+000	2.266e+000
200.115209	1.261e+002	-8.297e+000	2.257e+000
200.125620	1.260e+002	-8.284e+000	2.252e+000
200.135179	1.260e+002	-8.262e+000	2.250e+000
200.145617	1.260e+002	-8.234e+000	2.245e+000
200.155203	1.260e+002	-8.212e+000	2.243e+000
200.165597	1.260e+002	-8.183e+000	2.237e+000
200.175163	1.260e+002	-8.154e+000	2.232e+000
200.185662	1.260e+002	-8.123e+000	2.233e+000
200.196299	1.260e+002	-8.091e+000	2.234e+000
200.205590	1.259e+002	-8.062e+000	2.229e+000
200.215097	1.259e+002	-8.021e+000	2.233e+000
200.227333	1.259e+002	-7.984e+000	2.231e+000
200.235128	1.259e+002	-7.942e+000	2.235e+000
200.245509	1.259e+002	-7.895e+000	2.235e+000
200.256095	1.259e+002	-7.857e+000	2.234e+000
200.265525	1.259e+002	-7.810e+000	2.234e+000
200.275040	1.258e+002	-7.757e+000	2.232e+000
200.285629	1.258e+002	-7.709e+000	2.233e+000
200.295320	1.258e+002	-7.652e+000	2.237e+000
200.305550	1.258e+002	-7.599e+000	2.234e+000
200.315005	1.258e+002	-7.542e+000	2.238e+000
200.325468	1.258e+002	-7.482e+000	2.233e+000
200.335103	1.258e+002	-7.419e+000	2.233e+000
200.345603	1.258e+002	-7.362e+000	2.237e+000
200.355029	1.257e+002	-7.300e+000	2.238e+000
200.365494	1.257e+002	-7.230e+000	2.235e+000
200.376202	1.257e+002	-7.167e+000	2.236e+000
200.385568	1.257e+002	-7.101e+000	2.243e+000
200.394961	1.257e+002	-7.038e+000	2.243e+000
200.405441	1.257e+002	-6.969e+000	2.241e+000
200.418750	1.257e+002	-6.896e+000	2.244e+000
200.426451	1.257e+002	-6.824e+000	2.248e+000
200.436599	1.257e+002	-6.755e+000	2.245e+000
200.445584	1.256e+002	-6.682e+000	2.249e+000
200.454971	1.256e+002	-6.610e+000	2.252e+000
200.465481	1.256e+002	-6.541e+000	2.249e+000
200.474974	1.256e+002	-6.462e+000	2.249e+000
200.487817	1.256e+002	-6.393e+000	2.247e+000
200.496307	1.256e+002	-6.324e+000	2.243e+000
