#time[s]	yaw[degree]	pitch[degree]	roll[degree]
4.449183	1.382e+002	-6.050e+000	1.901e+000
4.459242	1.382e+002	-6.062e+000	1.890e+000
4.468770	1.382e+002	-6.082e+000	1.876e+000
4.481305	1.382e+002	-6.100e+000	1.868e+000
4.492129	1.382e+002	-6.127e+000	1.856e+000
4.499378	1.382e+002	-6.154e+000	1.845e+000
4.508736	1.382e+002	-6.181e+000	1.833e+000
4.518963	1.382e+002	-6.208e+000	1.821e+000
4.529666	1.382e+002	-6.244e+000	1.805e+000
4.539099	1.382e+002	-6.278e+000	1.796e+000
4.548636	1.382e+002	-6.318e+000	1.789e+000
4.559072	1.381e+002	-6.358e+000	1.782e+000
4.568770	1.381e+002	-6.398e+000	1.776e+000
4.578972	1.381e+002	-6.445e+000	1.772e+000
4.588597	1.381e+002	-6.491e+000	1.767e+000
4.601550	1.381e+002	-6.544e+000	1.765e+000
4.608589	1.381e+002	-6.589e+000	1.768e+000
4.619444	1.381e+002	-6.642e+000	1.766e+000
4.628482	1.381e+002	-6.699e+000	1.773e+000
4.638836	1.381e+002	-6.750e+000	1.778e+000
4.648682	1.380e+002	-6.807e+000	1.785e+000
4.658890	1.380e+002	-6.864e+000	1.792e+000
4.668366	1.380e+002	-6.928e+000	1.802e+000
4.678824	1.380e+002	-6.985e+000	1.810e+000
4.688423	1.380e+002	-7.042e+000	1.817e+000
4.698944	1.380e+002	-7.109e+000	1.820e+000
4.708503	1.380e+002	-7.169e+000	1.821e+000
4.719071	1.380e+002	-7.235e+000	1.824e+000
4.728373	1.380e+002	-7.301e+000	1.828e+000
4.738877	1.379e+002	-7.367e+000	1.831e+000
4.752399	1.379e+002	-7.430e+000	1.825e+000
4.758724	1.379e+002	-7.496e+000	1.829e+000
4.769970	1.379e+002	-7.556e+000	1.830e+000
4.778779	1.379e+002	-7.619e+000	1.840e+000
4.788440	1.379e+002	-7.683e+000	1.850e+000
4.801735	1.379e+002	-7.740e+000	1.858e+000
4.808267	1.378e+002	-7.797e+000	1.865e+000
4.818690	1.378e+002	-7.859e+000	1.882e+000
4.828389	1.378e+002	-7.913e+000	1.896e+000
4.838693	1.378e+002	-7.974e+000	1.912e+000
4.848823	1.378e+002	-8.031e+000	1.920e+000
4.860751	1.378e+002	-8.093e+000	1.937e+000
4.868283	1.378e+002	-8.148e+000	1.951e+000
4.881159	1.377e+002	-8.202e+000	1.965e+000
4.888279	1.377e+002	-8.260e+000	1.973e+000
4.898732	1.377e+002	-8.314e+000	1.987e+000
4.908313	1.377e+002	-8.369e+000	2.001e+000
4.918622	1.377e+002	-8.417e+000	2.012e+000
4.928216	1.377e+002	-8.465e+000	2.024e+000
4.938724	1.377e+002	-8.507e+000	2.033e+000
4.948484	1.376e+002	-8.557e+000	2.039e+000
4.959128	1.376e+002	-8.599e+000	2.048e+000
4.968409	1.376e+002	-8.647e+000	2.060e+000
4.978748	1.376e+002	-8.691e+000	2.062e+000
4.988290	1.376e+002	-8.735e+000	2.065e+000
4.998793	1.376e+002	-8.773e+000	2.066e+000
5.009425	1.376e+002	-8.810e+000	2.066e+000
