#time[s]	yaw[degree]	pitch[degree]	roll[degree]
1600.004536	7.525e+001	-6.753e+000	2.860e+000
1600.014023	7.526e+001	-6.778e+000	2.867e+000
1600.024525	7.526e+001	-6.797e+000	2.869e+000
1600.034122	7.527e+001	-6.817e+000	2.871e+000
1600.044610	7.528e+001	-6.843e+000	2.869e+000
1600.053988	7.529e+001	-6.862e+000	2.871e+000
1600.064414	7.530e+001	-6.887e+000	2.879e+000
1600.075235	7.531e+001	-6.906e+000	2.881e+000
1600.084611	7.532e+001	-6.932e+000	2.878e+000
1600.093979	7.533e+001	-6.952e+000	2.880e+000
1600.104422	7.534e+001	-6.973e+000	2.872e+000
1600.114919	7.535e+001	-6.993e+000	2.874e+000
1600.124315	7.536e+001	-7.013e+000	2.876e+000
1600.134793	7.537e+001	-7.034e+000	2.868e+000
1600.144301	7.538e+001	-7.061e+000	2.856e+000
1600.154706	7.538e+001	-7.077e+000	2.842e+000
1600.164286	7.539e+001	-7.094e+000	2.829e+000
1600.174799	7.540e+001	-7.107e+000	2.810e+000
1600.186795	7.541e+001	-7.125e+000	2.787e+000
1600.194832	7.543e+001	-7.139e+000	2.758e+000
1600.204263	7.544e+001	-7.153e+000	2.729e+000
1600.217701	7.545e+001	-7.167e+000	2.701e+000
1600.224197	7.547e+001	-7.176e+000	2.666e+000
1600.234589	7.547e+001	-7.191e+000	2.628e+000
1600.244222	7.548e+001	-7.206e+000	2.589e+000
1600.254621	7.549e+001	-7.211e+000	2.550e+000
1600.264181	7.550e+001	-7.222e+000	2.506e+000
1600.274589	7.551e+001	-7.227e+000	2.467e+000
1600.285158	7.552e+001	-7.238e+000	2.422e+000
1600.294498	7.553e+001	-7.239e+000	2.377e+000
1600.304178	7.554e+001	-7.240e+000	2.333e+000
1600.314498	7.554e+001	-7.245e+000	2.293e+000
1600.324433	7.556e+001	-7.245e+000	2.257e+000
1600.334453	7.556e+001	-7.250e+000	2.218e+000
1600.344043	7.557e+001	-7.245e+000	2.177e+000
1600.354532	7.558e+001	-7.245e+000	2.142e+000
1600.363979	7.558e+001	-7.248e+000	2.113e+000
1600.374472	7.559e+001	-7.242e+000	2.082e+000
1600.383982	7.560e+001	-7.242e+000	2.046e+000
1600.395120	7.560e+001	-7.241e+000	2.011e+000
1600.403938	7.561e+001	-7.235e+000	1.981e+000
1600.414334	7.562e+001	-7.224e+000	1.954e+000
1600.423892	7.562e+001	-7.217e+000	1.932e+000
1600.434564	7.563e+001	-7.206e+000	1.896e+000
1600.443824	7.564e+001	-7.195e+000	1.869e+000
1600.454436	7.564e+001	-7.178e+000	1.847e+000
1600.463830	7.564e+001	-7.165e+000	1.830e+000
1600.474234	7.565e+001	-7.141e+000	1.822e+000
