#time[s]	yaw[degree]	pitch[degree]	roll[degree]
3000.008018	-5.534e+001	1.499e+000	2.586e+000
3000.033247	-5.533e+001	1.508e+000	2.589e+000
3000.033762	-5.532e+001	1.511e+000	2.595e+000
3000.036169	-5.531e+001	1.517e+000	2.608e+000
3000.046515	-5.530e+001	1.527e+000	2.611e+000
3000.058317	-5.529e+001	1.529e+000	2.617e+000
3000.074352	-5.528e+001	1.539e+000	2.620e+000
3000.075910	-5.527e+001	1.542e+000	2.627e+000
3000.090204	-5.527e+001	1.548e+000	2.623e+000
3000.098717	-5.526e+001	1.551e+000	2.630e+000
3000.105296	-5.525e+001	1.560e+000	2.633e+000
3000.121682	-5.524e+001	1.566e+000	2.630e+000
3000.151246	-5.523e+001	1.575e+000	2.633e+000
3000.151978	-5.523e+001	1.578e+000	2.639e+000
3000.152967	-5.521e+001	1.584e+000	2.636e+000
3000.155761	-5.521e+001	1.594e+000	2.639e+000
3000.166253	-5.519e+001	1.593e+000	2.639e+000
3000.176674	-5.519e+001	1.599e+000	2.636e+000
3000.188274	-5.518e+001	1.599e+000	2.636e+000
3000.195642	-5.517e+001	1.605e+000	2.633e+000
3000.211525	-5.516e+001	1.608e+000	2.639e+000
3000.216838	-5.515e+001	1.608e+000	2.639e+000
3000.226702	-5.515e+001	1.608e+000	2.640e+000
3000.235714	-5.513e+001	1.611e+000	2.646e+000
3000.245055	-5.513e+001	1.617e+000	2.643e+000
3000.255582	-5.512e+001	1.620e+000	2.649e+000
3000.265081	-5.510e+001	1.620e+000	2.649e+000
3000.275476	-5.510e+001	1.623e+000	2.656e+000
3000.285005	-5.509e+001	1.622e+000	2.656e+000
3000.295544	-5.509e+001	1.626e+000	2.662e+000
3000.305200	-5.507e+001	1.625e+000	2.662e+000
3000.315469	-5.507e+001	1.625e+000	2.662e+000
3000.324947	-5.505e+001	1.628e+000	2.669e+000
3000.335526	-5.504e+001	1.628e+000	2.669e+000
3000.344950	-5.504e+001	1.628e+000	2.669e+000
3000.356457	-5.503e+001	1.627e+000	2.669e+000
3000.365007	-5.502e+001	1.627e+000	2.669e+000
3000.375402	-5.501e+001	1.627e+000	2.669e+000
3000.384896	-5.501e+001	1.627e+000	2.669e+000
3000.396066	-5.500e+001	1.621e+000	2.673e+000
3000.406657	-5.499e+001	1.620e+000	2.673e+000
3000.415992	-5.498e+001	1.620e+000	2.673e+000
3000.425057	-5.497e+001	1.614e+000	2.676e+000
3000.435320	-5.497e+001	1.614e+000	2.676e+000
3000.448096	-5.495e+001	1.607e+000	2.680e+000
3000.455405	-5.495e+001	1.607e+000	2.680e+000
3000.464860	-5.493e+001	1.601e+000	2.683e+000
3000.475333	-5.492e+001	1.594e+000	2.687e+000
3000.484844	-5.492e+001	1.594e+000	2.687e+000
3000.496162	-5.491e+001	1.587e+000	2.690e+000
3000.505361	-5.490e+001	1.578e+000	2.687e+000
3000.515103	-5.489e+001	1.571e+000	2.691e+000
3000.524649	-5.488e+001	1.571e+000	2.691e+000
3000.535068	-5.487e+001	1.565e+000	2.694e+000
3000.547569	-5.486e+001	1.558e+000	2.698e+000
3000.555288	-5.484e+001	1.552e+000	2.701e+000
