#time[s]	yaw[degree]	pitch[degree]	roll[degree]
1800.004213	-2.711e+001	-1.223e+001	-2.034e+000
1800.014655	-2.711e+001	-1.225e+001	-2.028e+000
1800.024130	-2.712e+001	-1.227e+001	-2.030e+000
1800.034504	-2.713e+001	-1.229e+001	-2.031e+000
1800.044197	-2.714e+001	-1.231e+001	-2.034e+000
1800.054546	-2.714e+001	-1.233e+001	-2.042e+000
1800.064074	-2.715e+001	-1.236e+001	-2.050e+000
1800.074608	-2.716e+001	-1.237e+001	-2.060e+000
1800.084062	-2.717e+001	-1.240e+001	-2.075e+000
1800.095123	-2.717e+001	-1.242e+001	-2.085e+000
1800.104032	-2.717e+001	-1.244e+001	-2.100e+000
1800.114538	-2.718e+001	-1.246e+001	-2.117e+000
1800.124006	-2.718e+001	-1.248e+001	-2.127e+000
1800.134363	-2.719e+001	-1.250e+001	-2.144e+000
1800.144044	-2.719e+001	-1.251e+001	-2.161e+000
1800.154763	-2.719e+001	-1.253e+001	-2.178e+000
1800.163943	-2.720e+001	-1.255e+001	-2.202e+000
1800.174417	-2.720e+001	-1.258e+001	-2.224e+000
1800.183809	-2.720e+001	-1.260e+001	-2.249e+000
1800.194398	-2.720e+001	-1.262e+001	-2.273e+000
1800.205098	-2.721e+001	-1.265e+001	-2.302e+000
1800.215550	-2.720e+001	-1.267e+001	-2.326e+000
1800.223941	-2.721e+001	-1.269e+001	-2.363e+000
1800.234246	-2.721e+001	-1.271e+001	-2.395e+000
1800.243968	-2.720e+001	-1.274e+001	-2.440e+000
1800.254515	-2.721e+001	-1.276e+001	-2.485e+000
1800.263878	-2.721e+001	-1.278e+001	-2.530e+000
1800.277607	-2.721e+001	-1.281e+001	-2.567e+000
1800.283941	-2.721e+001	-1.283e+001	-2.611e+000
1800.303311	-2.721e+001	-1.286e+001	-2.649e+000
1800.303861	-2.722e+001	-1.289e+001	-2.691e+000
1800.314626	-2.721e+001	-1.291e+001	-2.729e+000
1800.323816	-2.722e+001	-1.294e+001	-2.766e+000
1800.334413	-2.722e+001	-1.295e+001	-2.799e+000
1800.343794	-2.722e+001	-1.297e+001	-2.830e+000
1800.357577	-2.723e+001	-1.299e+001	-2.860e+000
1800.364348	-2.723e+001	-1.301e+001	-2.886e+000
1800.376503	-2.722e+001	-1.302e+001	-2.912e+000
1800.383958	-2.723e+001	-1.303e+001	-2.931e+000
1800.394204	-2.723e+001	-1.304e+001	-2.949e+000
1800.403658	-2.723e+001	-1.306e+001	-2.968e+000
1800.414168	-2.723e+001	-1.306e+001	-2.980e+000
1800.423705	-2.724e+001	-1.308e+001	-2.998e+000
1800.434174	-2.724e+001	-1.308e+001	-3.019e+000
1800.443693	-2.724e+001	-1.309e+001	-3.037e+000
1800.455075	-2.724e+001	-1.310e+001	-3.064e+000
1800.463675	-2.724e+001	-1.310e+001	-3.093e+000
1800.474420	-2.725e+001	-1.311e+001	-3.120e+000
1800.487832	-2.725e+001	-1.311e+001	-3.147e+000
1800.494013	-2.725e+001	-1.312e+001	-3.181e+000
1800.503571	-2.727e+001	-1.313e+001	-3.207e+000
1800.514060	-2.727e+001	-1.314e+001	-3.239e+000
1800.524112	-2.727e+001	-1.314e+001	-3.274e+000
1800.533793	-2.728e+001	-1.315e+001	-3.307e+000
1800.543255	-2.728e+001	-1.316e+001	-3.334e+000
1800.554334	-2.729e+001	-1.316e+001	-3.360e+000
1800.563048	-2.730e+001	-1.317e+001	-3.380e+000
1800.577362	-2.731e+001	-1.317e+001	-3.399e+000
1800.583454	-2.732e+001	-1.318e+001	-3.434e+000
1800.592789	-2.733e+001	-1.318e+001	-3.460e+000
1800.603262	-2.735e+001	-1.318e+001	-3.494e+000
1800.612836	-2.736e+001	-1.318e+001	-3.521e+000
1800.623287	-2.737e+001	-1.318e+001	-3.555e+000
1800.633402	-2.738e+001	-1.318e+001	-3.584e+000
1800.643270	-2.740e+001	-1.318e+001	-3.618e+000
1800.653201	-2.741e+001	-1.318e+001	-3.645e+000
