#time[s]	yaw[degree]	pitch[degree]	roll[degree]
1000.002276	1.009e+002	-7.974e+000	2.776e+000
1000.011798	1.009e+002	-7.987e+000	2.760e+000
1000.022154	1.009e+002	-8.005e+000	2.739e+000
1000.033182	1.009e+002	-8.018e+000	2.723e+000
1000.049319	1.009e+002	-8.031e+000	2.708e+000
1000.051766	1.009e+002	-8.039e+000	2.687e+000
1000.062126	1.009e+002	-8.047e+000	2.667e+000
1000.072760	1.009e+002	-8.055e+000	2.647e+000
1000.082132	1.009e+002	-8.063e+000	2.627e+000
1000.091667	1.009e+002	-8.066e+000	2.612e+000
1000.102274	1.009e+002	-8.068e+000	2.588e+000
1000.111625	1.008e+002	-8.071e+000	2.573e+000
1000.122097	1.008e+002	-8.070e+000	2.554e+000
1000.131605	1.008e+002	-8.069e+000	2.544e+000
1000.150147	1.008e+002	-8.067e+000	2.525e+000
1000.151359	1.008e+002	-8.060e+000	2.511e+000
1000.161946	1.008e+002	-8.058e+000	2.492e+000
1000.171610	1.008e+002	-8.052e+000	2.478e+000
1000.182069	1.008e+002	-8.040e+000	2.460e+000
1000.191543	1.008e+002	-8.029e+000	2.452e+000
1000.204694	1.008e+002	-8.017e+000	2.434e+000
1000.212720	1.008e+002	-8.005e+000	2.416e+000
1000.224340	1.008e+002	-7.983e+000	2.399e+000
1000.232087	1.008e+002	-7.971e+000	2.380e+000
1000.255461	1.008e+002	-7.955e+000	2.368e+000
1000.258076	1.008e+002	-7.933e+000	2.351e+000
1000.261909	1.008e+002	-7.916e+000	2.328e+000
1000.271484	1.007e+002	-7.894e+000	2.321e+000
1000.281948	1.007e+002	-7.873e+000	2.304e+000
1000.291425	1.007e+002	-7.851e+000	2.287e+000
1000.302486	1.007e+002	-7.825e+000	2.275e+000
1000.311260	1.007e+002	-7.793e+000	2.259e+000
1000.321811	1.007e+002	-7.767e+000	2.248e+000
1000.331722	1.007e+002	-7.741e+000	2.236e+000
1000.352935	1.007e+002	-7.710e+000	2.230e+000
1000.353284	1.007e+002	-7.683e+000	2.218e+000
