#time[s]	yaw[degree]	pitch[degree]	roll[degree]
2700.006637	-1.474e+002	-1.018e+001	-1.045e+000
2700.017329	-1.474e+002	-1.016e+001	-1.068e+000
2700.026487	-1.474e+002	-1.012e+001	-1.082e+000
2700.036263	-1.474e+002	-1.010e+001	-1.099e+000
2700.046547	-1.474e+002	-1.008e+001	-1.117e+000
2700.056115	-1.473e+002	-1.005e+001	-1.140e+000
2700.066517	-1.473e+002	-1.003e+001	-1.158e+000
2700.076023	-1.473e+002	-1.001e+001	-1.176e+000
2700.086494	-1.473e+002	-9.991e+000	-1.194e+000
2700.096036	-1.473e+002	-9.973e+000	-1.205e+000
2700.106492	-1.473e+002	-9.960e+000	-1.225e+000
2700.121336	-1.472e+002	-9.949e+000	-1.239e+000
2700.127756	-1.472e+002	-9.937e+000	-1.258e+000
2700.135988	-1.472e+002	-9.925e+000	-1.271e+000
2700.146422	-1.472e+002	-9.921e+000	-1.286e+000
2700.157126	-1.472e+002	-9.911e+000	-1.299e+000
2700.168317	-1.471e+002	-9.906e+000	-1.314e+000
2700.178439	-1.471e+002	-9.909e+000	-1.331e+000
2700.186459	-1.471e+002	-9.905e+000	-1.346e+000
2700.197181	-1.471e+002	-9.907e+000	-1.362e+000
2700.205986	-1.471e+002	-9.910e+000	-1.379e+000
2700.218992	-1.471e+002	-9.913e+000	-1.396e+000
2700.225444	-1.471e+002	-9.915e+000	-1.412e+000
2700.236725	-1.470e+002	-9.925e+000	-1.431e+000
2700.247541	-1.470e+002	-9.927e+000	-1.447e+000
2700.272325	-1.470e+002	-9.936e+000	-1.465e+000
2700.273025	-1.470e+002	-9.948e+000	-1.477e+000
2700.276795	-1.470e+002	-9.957e+000	-1.494e+000
2700.297518	-1.470e+002	-9.976e+000	-1.508e+000
2700.298281	-1.470e+002	-9.985e+000	-1.526e+000
2700.305047	-1.470e+002	-1.000e+001	-1.540e+000
2700.315546	-1.470e+002	-1.002e+001	-1.553e+000
2700.325024	-1.470e+002	-1.005e+001	-1.561e+000
2700.340545	-1.470e+002	-1.007e+001	-1.574e+000
2700.344995	-1.469e+002	-1.009e+001	-1.582e+000
2700.355436	-1.469e+002	-1.012e+001	-1.597e+000
2700.366442	-1.469e+002	-1.014e+001	-1.605e+000
2700.375646	-1.469e+002	-1.017e+001	-1.620e+000
2700.404219	-1.469e+002	-1.022e+001	-1.636e+000
2700.404981	-1.469e+002	-1.026e+001	-1.646e+000
2700.417031	-1.469e+002	-1.028e+001	-1.654e+000
2700.442617	-1.469e+002	-1.032e+001	-1.664e+000
2700.443437	-1.469e+002	-1.035e+001	-1.674e+000
2700.444845	-1.469e+002	-1.038e+001	-1.690e+000
2700.464052	-1.469e+002	-1.042e+001	-1.700e+000
2700.468367	-1.469e+002	-1.046e+001	-1.705e+000
2700.479180	-1.469e+002	-1.049e+001	-1.714e+000
2700.485851	-1.469e+002	-1.053e+001	-1.724e+000
2700.495587	-1.469e+002	-1.056e+001	-1.726e+000
2700.505177	-1.469e+002	-1.060e+001	-1.731e+000
2700.515572	-1.469e+002	-1.064e+001	-1.734e+000
2700.525461	-1.469e+002	-1.068e+001	-1.736e+000
2700.535473	-1.469e+002	-1.072e+001	-1.734e+000
2700.544896	-1.469e+002	-1.076e+001	-1.737e+000
2700.555407	-1.469e+002	-1.080e+001	-1.734e+000
2700.564956	-1.469e+002	-1.084e+001	-1.737e+000
2700.575393	-1.469e+002	-1.088e+001	-1.735e+000
2700.587161	-1.469e+002	-1.092e+001	-1.730e+000
2700.595244	-1.469e+002	-1.096e+001	-1.726e+000
2700.604840	-1.469e+002	-1.100e+001	-1.724e+000
2700.615281	-1.469e+002	-1.104e+001	-1.720e+000
2700.624807	-1.469e+002	-1.108e+001	-1.717e+000
2700.635187	-1.470e+002	-1.112e+001	-1.719e+000
2700.644719	-1.470e+002	-1.116e+001	-1.715e+000
2700.655228	-1.470e+002	-1.120e+001	-1.712e+000
2700.664771	-1.470e+002	-1.124e+001	-1.714e+000
2700.676862	-1.470e+002	-1.128e+001	-1.710e+000
2700.684844	-1.470e+002	-1.131e+001	-1.705e+000
2700.695122	-1.470e+002	-1.135e+001	-1.694e+000
2700.704727	-1.470e+002	-1.139e+001	-1.689e+000
2700.715013	-1.470e+002	-1.142e+001	-1.683e+000
2700.724500	-1.470e+002	-1.146e+001	-1.671e+000
2700.734825	-1.470e+002	-1.150e+001	-1.667e+000
2700.744396	-1.470e+002	-1.153e+001	-1.654e+000
2700.754814	-1.470e+002	-1.157e+001	-1.640e+000
2700.764361	-1.470e+002	-1.160e+001	-1.628e+000
2700.775338	-1.470e+002	-1.162e+001	-1.619e+000
2700.785774	-1.470e+002	-1.166e+001	-1.606e+000
2700.795029	-1.471e+002	-1.168e+001	-1.590e+000
2700.804658	-1.471e+002	-1.171e+001	-1.581e+000
2700.815524	-1.471e+002	-1.173e+001	-1.566e+000
2700.824656	-1.471e+002	-1.176e+001	-1.551e+000
2700.835668	-1.471e+002	-1.178e+001	-1.540e+000
2700.844533	-1.471e+002	-1.180e+001	-1.525e+000
2700.855086	-1.471e+002	-1.182e+001	-1.514e+000
2700.864572	-1.471e+002	-1.183e+001	-1.496e+000
2700.875117	-1.471e+002	-1.185e+001	-1.478e+000
2700.887425	-1.471e+002	-1.186e+001	-1.465e+000
2700.894915	-1.471e+002	-1.188e+001	-1.448e+000
2700.904534	-1.471e+002	-1.190e+001	-1.428e+000
2700.914968	-1.472e+002	-1.190e+001	-1.407e+000
2700.924541	-1.472e+002	-1.191e+001	-1.395e+000
2700.934958	-1.472e+002	-1.192e+001	-1.373e+000
2700.944408	-1.472e+002	-1.193e+001	-1.352e+000
2700.954921	-1.472e+002	-1.193e+001	-1.337e+000
2700.964460	-1.472e+002	-1.193e+001	-1.321e+000
2700.974145	-1.472e+002	-1.192e+001	-1.304e+000
2700.984563	-1.472e+002	-1.192e+001	-1.287e+000
2700.993891	-1.473e+002	-1.191e+001	-1.275e+000
2701.004638	-1.473e+002	-1.191e+001	-1.265e+000
2701.013883	-1.473e+002	-1.189e+001	-1.254e+000
2701.024409	-1.473e+002	-1.188e+001	-1.248e+000
2701.034649	-1.473e+002	-1.187e+001	-1.236e+000
2701.044292	-1.473e+002	-1.185e+001	-1.229e+000
2701.053863	-1.473e+002	-1.183e+001	-1.228e+000
2701.064343	-1.474e+002	-1.181e+001	-1.222e+000
2701.073979	-1.474e+002	-1.179e+001	-1.221e+000
2701.084317	-1.474e+002	-1.176e+001	-1.220e+000
2701.093753	-1.474e+002	-1.174e+001	-1.226e+000
2701.106674	-1.474e+002	-1.171e+001	-1.224e+000
2701.113835	-1.474e+002	-1.169e+001	-1.230e+000
2701.124664	-1.475e+002	-1.166e+001	-1.234e+000
2701.133820	-1.475e+002	-1.162e+001	-1.238e+000
2701.144174	-1.475e+002	-1.159e+001	-1.249e+000
2701.153782	-1.475e+002	-1.155e+001	-1.258e+000
2701.164225	-1.475e+002	-1.152e+001	-1.268e+000
2701.173878	-1.476e+002	-1.148e+001	-1.284e+000
2701.184198	-1.476e+002	-1.144e+001	-1.299e+000
2701.193637	-1.476e+002	-1.140e+001	-1.317e+000
2701.204095	-1.476e+002	-1.136e+001	-1.333e+000
2701.213671	-1.477e+002	-1.132e+001	-1.347e+000
2701.225332	-1.477e+002	-1.129e+001	-1.365e+000
2701.233689	-1.477e+002	-1.124e+001	-1.387e+000
2701.244841	-1.477e+002	-1.120e+001	-1.409e+000
2701.253661	-1.477e+002	-1.116e+001	-1.424e+000
2701.267739	-1.478e+002	-1.111e+001	-1.447e+000
2701.273378	-1.478e+002	-1.107e+001	-1.462e+000
2701.284074	-1.478e+002	-1.103e+001	-1.484e+000
2701.293536	-1.478e+002	-1.099e+001	-1.506e+000
2701.303933	-1.479e+002	-1.094e+001	-1.528e+000
2701.316018	-1.479e+002	-1.090e+001	-1.550e+000
2701.323912	-1.479e+002	-1.086e+001	-1.572e+000
2701.333571	-1.480e+002	-1.081e+001	-1.594e+000
2701.344620	-1.480e+002	-1.078e+001	-1.617e+000
2701.353539	-1.480e+002	-1.073e+001	-1.646e+000
2701.364019	-1.480e+002	-1.069e+001	-1.668e+000
2701.373595	-1.481e+002	-1.065e+001	-1.692e+000
2701.384762	-1.481e+002	-1.061e+001	-1.713e+000
2701.393382	-1.481e+002	-1.057e+001	-1.744e+000
2701.403902	-1.482e+002	-1.053e+001	-1.759e+000
2701.413881	-1.482e+002	-1.050e+001	-1.782e+000
2701.423942	-1.482e+002	-1.046e+001	-1.806e+000
2701.433459	-1.483e+002	-1.042e+001	-1.823e+000
2701.443814	-1.483e+002	-1.040e+001	-1.842e+000
