#time[s]	yaw[degree]	pitch[degree]	roll[degree]
2800.004204	-1.115e+002	-3.416e+000	-1.095e+000
2800.030117	-1.115e+002	-3.389e+000	-1.086e+000
2800.032006	-1.115e+002	-3.373e+000	-1.085e+000
2800.042383	-1.115e+002	-3.359e+000	-1.093e+000
2800.055318	-1.114e+002	-3.345e+000	-1.102e+000
2800.065661	-1.114e+002	-3.333e+000	-1.094e+000
2800.071863	-1.114e+002	-3.318e+000	-1.093e+000
2800.087273	-1.114e+002	-3.300e+000	-1.107e+000
2800.109574	-1.113e+002	-3.276e+000	-1.118e+000
2800.111897	-1.113e+002	-3.262e+000	-1.126e+000
2800.125037	-1.113e+002	-3.243e+000	-1.130e+000
2800.133600	-1.113e+002	-3.234e+000	-1.142e+000
2800.147380	-1.112e+002	-3.219e+000	-1.141e+000
2800.152108	-1.112e+002	-3.203e+000	-1.139e+000
2800.167003	-1.112e+002	-3.187e+000	-1.138e+000
2800.174116	-1.112e+002	-3.175e+000	-1.156e+000
2800.184806	-1.111e+002	-3.156e+000	-1.160e+000
2800.192265	-1.111e+002	-3.140e+000	-1.158e+000
2800.202627	-1.111e+002	-3.118e+000	-1.153e+000
2800.212235	-1.111e+002	-3.102e+000	-1.177e+000
2800.223176	-1.111e+002	-3.088e+000	-1.185e+000
2800.232671	-1.110e+002	-3.073e+000	-1.183e+000
2800.243935	-1.110e+002	-3.053e+000	-1.187e+000
2800.251978	-1.110e+002	-3.035e+000	-1.201e+000
2800.262455	-1.110e+002	-3.023e+000	-1.219e+000
2800.273508	-1.109e+002	-3.005e+000	-1.208e+000
2800.285769	-1.109e+002	-2.990e+000	-1.206e+000
2800.291933	-1.109e+002	-2.972e+000	-1.220e+000
2800.302355	-1.109e+002	-2.958e+000	-1.228e+000
2800.313414	-1.109e+002	-2.948e+000	-1.231e+000
2800.322828	-1.108e+002	-2.928e+000	-1.235e+000
2800.331902	-1.108e+002	-2.903e+000	-1.235e+000
2800.342314	-1.108e+002	-2.896e+000	-1.257e+000
2800.351823	-1.108e+002	-2.885e+000	-1.249e+000
2800.361277	-1.108e+002	-2.865e+000	-1.254e+000
2800.385299	-1.107e+002	-2.847e+000	-1.242e+000
2800.386196	-1.107e+002	-2.833e+000	-1.276e+000
2800.391680	-1.107e+002	-2.825e+000	-1.288e+000
2800.401978	-1.107e+002	-2.803e+000	-1.282e+000
2800.412212	-1.106e+002	-2.792e+000	-1.275e+000
2800.421108	-1.106e+002	-2.776e+000	-1.298e+000
2800.431668	-1.106e+002	-2.769e+000	-1.320e+000
2800.441207	-1.106e+002	-2.753e+000	-1.318e+000
2800.452935	-1.106e+002	-2.736e+000	-1.307e+000
2800.461126	-1.105e+002	-2.729e+000	-1.329e+000
2800.471903	-1.105e+002	-2.717e+000	-1.346e+000
2800.481023	-1.105e+002	-2.707e+000	-1.349e+000
2800.492246	-1.105e+002	-2.697e+000	-1.351e+000
2800.501098	-1.104e+002	-2.687e+000	-1.353e+000
2800.512788	-1.104e+002	-2.675e+000	-1.371e+000
2800.522478	-1.104e+002	-2.665e+000	-1.373e+000
2800.531320	-1.104e+002	-2.659e+000	-1.370e+000
2800.540915	-1.104e+002	-2.645e+000	-1.378e+000
2800.551320	-1.103e+002	-2.637e+000	-1.390e+000
2800.561414	-1.103e+002	-2.632e+000	-1.396e+000
2800.572379	-1.103e+002	-2.626e+000	-1.393e+000
2800.580788	-1.103e+002	-2.616e+000	-1.395e+000
2800.594279	-1.103e+002	-2.614e+000	-1.411e+000
2800.600806	-1.102e+002	-2.608e+000	-1.407e+000
2800.613984	-1.102e+002	-2.602e+000	-1.404e+000
2800.620524	-1.102e+002	-2.590e+000	-1.396e+000
2800.631210	-1.102e+002	-2.592e+000	-1.407e+000
2800.640707	-1.101e+002	-2.586e+000	-1.403e+000
2800.651168	-1.101e+002	-2.584e+000	-1.394e+000
2800.660411	-1.101e+002	-2.583e+000	-1.394e+000
2800.671613	-1.101e+002	-2.579e+000	-1.401e+000
2800.681521	-1.101e+002	-2.579e+000	-1.401e+000
2800.692843	-1.100e+002	-2.577e+000	-1.392e+000
2800.700258	-1.100e+002	-2.576e+000	-1.392e+000
2800.710772	-1.100e+002	-2.582e+000	-1.397e+000
2800.721763	-1.100e+002	-2.587e+000	-1.401e+000
2800.731097	-1.099e+002	-2.587e+000	-1.402e+000
2800.740606	-1.099e+002	-2.587e+000	-1.402e+000
2800.750983	-1.099e+002	-2.592e+000	-1.407e+000
2800.760546	-1.099e+002	-2.594e+000	-1.417e+000
2800.773265	-1.099e+002	-2.598e+000	-1.412e+000
2800.780797	-1.098e+002	-2.603e+000	-1.417e+000
2800.791319	-1.098e+002	-2.608e+000	-1.421e+000
2800.800421	-1.098e+002	-2.624e+000	-1.424e+000
2800.810866	-1.098e+002	-2.631e+000	-1.413e+000
2800.820768	-1.097e+002	-2.641e+000	-1.412e+000
2800.830786	-1.097e+002	-2.650e+000	-1.411e+000
2800.840364	-1.097e+002	-2.656e+000	-1.415e+000
2800.850711	-1.097e+002	-2.669e+000	-1.408e+000
2800.860377	-1.096e+002	-2.673e+000	-1.403e+000
